id,phrase,source,source_snippet,meaning,keywords,style,gender,wuxing,quality,combos,created_at
364,昍,补充单字,,日光明亮,['阳光开朗'],"['独特个性', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.844564
365,昀,补充单字,,日光温暖,['阳光开朗'],"['温柔婉约', '诗意浪漫', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.845231
366,昕阳,补充二字词,,朝阳阳光,['阳光开朗'],"['阳光开朗', '清新自然']",B,,4,[],2026-04-27 14:38:25.845976
367,昫然,补充二字词,,温暖自然,['阳光开朗'],"['阳光开朗', '诗意浪漫']",B,,4,[],2026-04-27 14:38:25.846753
368,晟睿,补充二字词,,光明睿智,['阳光开朗'],"['大气豪迈', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.847454
369,暘曦,补充二字词,,日出晨光,['阳光开朗'],"['阳光开朗', '古风典雅']",B,,4,[],2026-04-27 14:38:25.848363
370,晗光,补充二字词,,晨光初现,['阳光开朗'],"['温柔婉约', '诗意浪漫', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.849206
371,旸谷,补充二字词,,日出之谷,['阳光开朗'],"['阳光开朗', '古风典雅']",B,,4,[],2026-04-27 14:38:25.849911
372,曜光,补充二字词,,照耀光芒,['阳光开朗'],"['大气豪迈', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.850793
373,曦晨,补充二字词,,晨光初照,['阳光开朗'],"['诗意浪漫', '清新自然', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.851675
374,煦和,补充二字词,,温暖和煦,['阳光开朗'],"['温柔婉约', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.852424
375,暟悦,补充二字词,,光明喜悦,['阳光开朗'],"['阳光开朗', '独特个性']",B,,4,[],2026-04-27 14:38:25.853324
376,昉始,补充二字词,,日出之始,['阳光开朗'],"['现代简约', '清新自然', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.854236
377,昀熙,补充二字词,,日光和煦,['阳光开朗'],"['温柔婉约', '诗意浪漫', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.855331
378,乐熙,补充二字词,,快乐和煦,['阳光开朗'],"['可爱灵动', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.85643
379,欣然,补充二字词,,欢喜自然,['阳光开朗'],"['温柔婉约', '诗意浪漫', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.857251
380,开朗,补充二字词,,心胸开阔,['阳光开朗'],"['现代简约', '大气豪迈', '阳光开朗']",B,,4,[],2026-04-27 14:38:25.858181
381,婵,补充单字,,美好姿态,['美丽俊俏'],"['温柔婉约', '古风典雅', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.859051
382,娟,补充单字,,秀丽美好,['美丽俊俏'],"['温柔婉约', '清新自然', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.859978
383,娉,补充单字,,娉婷姿态,['美丽俊俏'],"['温柔婉约', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.860886
384,婀,补充单字,,婀娜多姿,['美丽俊俏'],"['温柔婉约', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.861681
385,娆,补充单字,,娇娆美好,['美丽俊俏'],"['温柔婉约', '可爱灵动', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.862542
386,妩,补充单字,,妩媚动人,['美丽俊俏'],"['温柔婉约', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.863545
387,妍,补充单字,,美丽娇妍,['美丽俊俏'],"['温柔婉约', '清新自然', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.864372
388,姿,补充单字,,姿态美好,['美丽俊俏'],"['现代简约', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.865049
389,娈,补充单字,,美好相貌,['美丽俊俏'],"['古风典雅', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.865782
390,媗,补充单字,,美好温婉,['美丽俊俏'],"['温柔婉约', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.866465
391,嫤,补充单字,,美好谨慎,['美丽俊俏'],"['古风典雅', '稳重成熟', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.867039
392,嬛,补充单字,,轻柔美好,['美丽俊俏'],"['诗意浪漫', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.86755
393,妤,补充单字,,捷敏美好,['美丽俊俏'],"['古风典雅', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.868087
394,妡,补充单字,,女子美好,['美丽俊俏'],"['温柔婉约', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.868848
395,姮,补充单字,,嫦娥美好,['美丽俊俏'],"['古风典雅', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.869842
396,婵娟,补充二字词,,美好姿态,['美丽俊俏'],"['温柔婉约', '古风典雅', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.871075
397,娉婷,补充二字词,,娉婷姿态,['美丽俊俏'],"['温柔婉约', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.872167
398,婀娜,补充二字词,,婀娜多姿,['美丽俊俏'],"['温柔婉约', '独特个性', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.873195
399,妩媚,补充二字词,,妩媚动人,['美丽俊俏'],"['温柔婉约', '可爱灵动', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.873984
400,妍姿,补充二字词,,美丽姿态,['美丽俊俏'],"['温柔婉约', '清新自然', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.87468
401,娈婉,补充二字词,,美好温婉,['美丽俊俏'],"['古风典雅', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.875507
402,嫤妤,补充二字词,,美好德行,['美丽俊俏'],"['古风典雅', '稳重成熟', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.876602
403,嬛嬛,补充二字词,,轻柔美好,['美丽俊俏'],"['诗意浪漫', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.877923
404,如嫣,补充二字词,,如花嫣然,['美丽俊俏'],"['可爱灵动', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.878882
405,若溪,补充二字词,,如溪清澈,['美丽俊俏'],"['清新自然', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.880115
406,似玥,补充二字词,,似月神珠,['美丽俊俏'],"['温柔婉约', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.881045
407,宛瑜,补充二字词,,温婉美玉,['美丽俊俏'],"['温柔婉约', '古风典雅', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.881817
408,姝瑶,补充二字词,,美好美玉,['美丽俊俏'],"['温柔婉约', '古风典雅', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.88257
409,倩兮,补充二字词,,笑容美好,['美丽俊俏'],"['可爱灵动', '诗意浪漫', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.883511
410,秀妍,补充二字词,,秀丽美妍,['美丽俊俏'],"['清新自然', '温柔婉约', '美丽俊俏']",B,,4,[],2026-04-27 14:38:25.884192
411,砺,补充单字,,磨砺坚强,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.884958
412,砥,补充单字,,砥柱中流,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.885792
413,锷,补充单字,,刀剑锋利,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.886502
414,铠,补充单字,,铠甲坚强,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.887288
415,铮,补充单字,,铮铮铁骨,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.888031
416,锵,补充单字,,锵锵有力,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.888731
417,钧,补充单字,,雷霆万钧,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.889608
418,铭,补充单字,,铭记坚强,['勇敢坚强'],"['现代简约', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.890533
419,锐,补充单字,,锐意进取,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.891299
420,砺,补充单字,,磨砺意志,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.892176
421,悍,补充单字,,勇悍坚强,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.893013
422,犟,补充单字,,倔强坚强,['勇敢坚强'],"['独特个性', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.893989
423,刚,补充单字,,刚正不阿,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.89491
424,强,补充单字,,自强不息,['勇敢坚强'],"['大气豪迈', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.896011
425,毅,补充单字,,坚毅不拔,['勇敢坚强'],"['稳重成熟', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.896989
426,砺志,补充二字词,,磨砺意志,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.897952
427,砥柱,补充二字词,,中流砥柱,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.898798
428,锷锋,补充二字词,,锋芒毕露,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.899709
429,铠铭,补充二字词,,铠甲铭记,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.900803
430,铮铭,补充二字词,,铮铮铭记,['勇敢坚强'],"['大气豪迈', '独特个性', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.901871
431,钧天,补充二字词,,雷霆万钧,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.902767
432,锐志,补充二字词,,锐意进取,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.903532
433,悍勇,补充二字词,,勇猛强悍,['勇敢坚强'],"['独特个性', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.904326
434,劲松,补充二字词,,如松坚韧,['勇敢坚强'],"['大气豪迈', '古风典雅', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.905333
435,浩然,补充二字词,,浩然正气,['勇敢坚强'],"['大气豪迈', '诗意浪漫', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.906372
436,刚毅,补充二字词,,刚正坚毅,['勇敢坚强'],"['大气豪迈', '稳重成熟', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.907223
437,恒毅,补充二字词,,恒久坚毅,['勇敢坚强'],"['稳重成熟', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.90784
438,维刚,补充二字词,,维护刚正,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.908512
439,以恒,补充二字词,,持之以恒,['勇敢坚强'],"['稳重成熟', '现代简约', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.909097
440,必强,补充二字词,,必定坚强,['勇敢坚强'],"['现代简约', '大气豪迈', '勇敢坚强']",B,,4,[],2026-04-27 14:38:25.909799
441,禧,补充单字,,吉祥幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.910504
442,祺,补充单字,,吉祥如意,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.911562
443,祎,补充单字,,美好幸福,['幸福美满'],"['古风典雅', '独特个性', '幸福美满']",B,,4,[],2026-04-27 14:38:25.912703
444,禛,补充单字,,真诚幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.91376
445,祜,补充单字,,福禄幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.914602
446,祚,补充单字,,福运幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.915244
447,祯,补充单字,,吉祥幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.915842
448,祥,补充单字,,吉祥如意,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.916473
449,祺,补充单字,,安泰幸福,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.917034
450,禤,补充单字,,幸福安康,['幸福美满'],"['独特个性', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.917627
451,禚,补充单字,,幸福美好,['幸福美满'],"['独特个性', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.918677
452,禔,补充单字,,幸福安宁,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.919522
453,禟,补充单字,,幸福广大,['幸福美满'],"['独特个性', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.920367
454,禥,补充单字,,幸福盛德,['幸福美满'],"['独特个性', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.921192
455,禨,补充单字,,幸福祥瑞,['幸福美满'],"['独特个性', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.921861
456,禧年,补充二字词,,吉祥之年,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.922556
457,祺祥,补充二字词,,吉祥如意,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.923215
458,祎祯,补充二字词,,美好吉祥,['幸福美满'],"['古风典雅', '独特个性', '幸福美满']",B,,4,[],2026-04-27 14:38:25.923789
459,祜祚,补充二字词,,福运长久,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.924395
460,嘉祥,补充二字词,,美好吉祥,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.92513
461,庆祥,补充二字词,,喜庆吉祥,['幸福美满'],"['可爱灵动', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.925821
462,瑞祥,补充二字词,,祥瑞吉祥,['幸福美满'],"['大气豪迈', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.926644
463,福祺,补充二字词,,福气吉祥,['幸福美满'],"['稳重成熟', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.927419
464,祉祯,补充二字词,,福祚吉祥,['幸福美满'],"['古风典雅', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.928073
465,和美,补充二字词,,和谐美满,['幸福美满'],"['温柔婉约', '稳重成熟', '幸福美满']",B,,4,[],2026-04-27 14:38:25.928846
466,欣悦,补充二字词,,欣喜愉悦,['幸福美满'],"['可爱灵动', '清新自然', '幸福美满']",B,,4,[],2026-04-27 14:38:25.929666
467,愉然,补充二字词,,愉悦自然,['幸福美满'],"['温柔婉约', '诗意浪漫', '幸福美满']",B,,4,[],2026-04-27 14:38:25.930345
468,圆融,补充二字词,,圆满融通,['幸福美满'],"['独特个性', '诗意浪漫', '幸福美满']",B,,4,[],2026-04-27 14:38:25.931244
469,洽怡,补充二字词,,和洽愉悦,['幸福美满'],"['温柔婉约', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.932173
470,天伦,补充二字词,,天伦之乐,['幸福美满'],"['稳重成熟', '古风典雅', '幸福美满']",B,,4,[],2026-04-27 14:38:25.932867
471,辞,补充单字,,文辞才华,['才华艺术'],"['古风典雅', '诗意浪漫', '才华艺术']",B,,4,[],2026-04-27 14:38:25.93369
472,赋,补充单字,,诗赋才华,['才华艺术'],"['古风典雅', '诗意浪漫', '才华艺术']",B,,4,[],2026-04-27 14:38:25.934555
473,颂,补充单字,,歌颂才华,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.935347
474,咏,补充单字,,吟咏才华,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.936125
475,谱,补充单字,,谱写才华,['才华艺术'],"['现代简约', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.936893
476,曲,补充单字,,乐曲才华,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.937735
477,律,补充单字,,音律才华,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.938685
478,调,补充单字,,音调才华,['才华艺术'],"['现代简约', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.939768
479,章,补充单字,,文章才华,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.940726
480,篇,补充单字,,篇章才华,['才华艺术'],"['诗意浪漫', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.941957
481,翰,补充单字,,翰墨才华,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.943032
482,墨,补充单字,,笔墨才华,['才华艺术'],"['诗意浪漫', '古风典雅', '才华艺术']",B,,4,[],2026-04-27 14:38:25.943981
483,砚,补充单字,,砚台才华,['才华艺术'],"['古风典雅', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.945013
484,笺,补充单字,,信笺才华,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.94601
485,篆,补充单字,,篆刻才华,['才华艺术'],"['古风典雅', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.947008
486,辞章,补充二字词,,文辞华章,['才华艺术'],"['古风典雅', '诗意浪漫', '才华艺术']",B,,4,[],2026-04-27 14:38:25.948014
487,赋颂,补充二字词,,诗赋歌功,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.948933
488,咏怀,补充二字词,,吟咏情怀,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.949678
489,谱曲,补充二字词,,谱写乐曲,['才华艺术'],"['现代简约', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.950357
490,律韵,补充二字词,,音律韵味,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.951017
491,章篇,补充二字词,,文章篇章,['才华艺术'],"['诗意浪漫', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.95178
492,翰墨,补充二字词,,翰墨书香,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.952711
493,墨砚,补充二字词,,笔墨砚台,['才华艺术'],"['古风典雅', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.953797
494,笺素,补充二字词,,信笺朴素,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.95485
495,篆刻,补充二字词,,篆刻艺术,['才华艺术'],"['古风典雅', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.956013
496,文翰,补充二字词,,文章华美,['才华艺术'],"['古风典雅', '诗意浪漫', '才华艺术']",B,,4,[],2026-04-27 14:38:25.957145
497,墨香,补充二字词,,笔墨书香,['才华艺术'],"['诗意浪漫', '古风典雅', '才华艺术']",B,,4,[],2026-04-27 14:38:25.957819
498,弦歌,补充二字词,,琴瑟和鸣,['才华艺术'],"['诗意浪漫', '温柔婉约', '才华艺术']",B,,4,[],2026-04-27 14:38:25.958542
499,书韵,补充二字词,,书卷气韵,['才华艺术'],"['古风典雅', '稳重成熟', '才华艺术']",B,,4,[],2026-04-27 14:38:25.959171
500,诗语,补充二字词,,诗意语言,['才华艺术'],"['诗意浪漫', '独特个性', '才华艺术']",B,,4,[],2026-04-27 14:38:25.959924
